Year,Month,Day,Open,High,Low,Close,Volumn,Return,RSI,CDMA
2018,11,20,14.433,14.494,14.236,14.321,21968,0.99313454,46.76099346,-0.06951034
2018,11,19,14.422,14.444,14.354,14.420,16300,1.00034686,49.84157967,-0.07272034
2018,11,16,14.276,14.425,14.240,14.415,21414,1.00874738,49.68613083,-0.08583973
2018,11,15,14.133,14.352,14.101,14.290,25051,1.01125186,45.78569779,-0.10082717
2018,11,14,14.002,14.198,13.900,14.131,24481,1.00906884,40.32123650,-0.10576274
2018,11,13,13.985,14.131,13.960,14.004,21808,0.99893002,35.49931996,-0.09433487
2018,11,12,14.163,14.213,14.011,14.019,17233,0.99032212,35.81670640,-0.06544569
2018,11,9,14.448,14.448,14.110,14.156,20832,0.98073992,38.75533324,-0.02914794
2018,11,8,14.576,14.594,14.388,14.434,21397,0.99046181,45.84238382,0.00365608
2018,11,7,14.536,14.728,14.482,14.573,23939,1.00233854,50.09561609,0.01716730
2018,11,6,14.650,14.717,14.489,14.539,17176,0.99269425,49.02133028,0.02001009
2018,11,5,14.751,14.771,14.605,14.646,17231,0.99328586,52.31214835,0.02680929
2018,11,2,14.765,14.915,14.648,14.745,27920,1.00067866,55.51389696,0.02420305
2018,11,1,14.259,14.825,14.257,14.735,24715,1.03410766,55.25704109,0.01044449
2018,10,31,14.491,14.494,14.248,14.249,19277,0.98418290,39.49031066,-0.00625018
2018,10,30,14.589,14.589,14.381,14.478,19706,1.00089872,46.68885520,0.02201591
2018,10,29,14.703,14.764,14.421,14.465,21694,0.98361213,46.17161931,0.03445712
2018,10,26,14.648,14.777,14.583,14.706,23672,1.00450820,55.42921921,0.05115907
2018,10,25,14.691,14.783,14.600,14.640,20476,0.99700354,53.03455890,0.04719451
2018,10,24,14.757,14.806,14.651,14.684,18118,0.99640361,54.85915545,0.04816784
2018,10,23,14.571,14.811,14.518,14.737,18271,1.01194809,57.05467671,0.04422953
2018,10,22,14.635,14.695,14.522,14.563,17515,0.99501230,51.08705889,0.03316311
2018,10,19,14.574,14.718,14.564,14.636,18445,1.00411636,54.01091210,0.03627233
2018,10,18,14.613,14.662,14.456,14.576,20166,0.99712683,51.91032743,0.03228050
2018,10,17,14.655,14.726,14.601,14.618,18680,0.99665917,53.49866081,0.03282502
2018,10,16,14.699,14.847,14.620,14.667,17929,0.99802667,55.33280156,0.02876622
2018,10,15,14.600,14.777,14.591,14.696,17725,1.00643747,56.39535384,0.01817820
2018,10,12,14.597,14.705,14.517,14.602,21897,1.00006849,53.72049069,0.00144690
2018,10,11,14.314,14.624,14.264,14.601,31273,1.02104895,53.69242936,-0.01035845
2018,10,10,14.389,14.435,14.246,14.300,18809,0.99395287,44.24312720,-0.02517389
2018,10,9,14.400,14.444,14.272,14.387,18531,1.00104370,46.80656374,-0.01307035
2018,10,8,14.649,14.666,14.272,14.372,22300,0.98182812,46.30851772,-0.00628989
2018,10,5,14.589,14.719,14.522,14.638,22558,1.00308367,54.74959856,0.00398321
2018,10,4,14.645,14.774,14.538,14.593,23642,0.99713017,53.41569955,-0.01004616
2018,10,3,14.705,14.830,14.626,14.635,23699,0.99673091,54.81612812,-0.02322480
2018,10,2,14.513,14.912,14.446,14.683,23182,1.01366931,56.38490865,-0.04398408
2018,10,1,14.670,14.692,14.372,14.485,19581,0.98893971,51.01514836,-0.07472797
2018,9,28,14.235,14.721,14.226,14.647,23329,1.02822043,56.27934746,-0.09272140
2018,9,27,14.337,14.462,14.180,14.245,23572,0.99413776,42.64102766,-0.13083343
2018,9,26,14.455,14.515,14.315,14.329,23079,0.99059800,45.38819892,-0.13664431
2018,9,25,14.277,14.558,14.221,14.465,21459,1.01451817,50.25585239,-0.15062627
2018,9,24,14.314,14.392,14.196,14.258,19293,0.99783050,41.36893266,-0.18012868
2018,9,21,14.328,14.436,14.157,14.289,26149,0.99783520,42.42287294,-0.19408807
2018,9,20,14.259,14.356,14.185,14.320,20370,1.00540616,43.45078178,-0.21223859
2018,9,19,14.156,14.341,14.149,14.243,19486,1.00643019,40.10343433,-0.23547451
2018,9,18,14.184,14.234,14.078,14.152,22071,0.99858877,35.94230227,-0.25386691
2018,9,17,14.072,14.251,14.043,14.172,18090,1.00803756,36.45921933,-0.26438424
2018,9,14,14.181,14.289,14.052,14.059,21135,0.99097766,31.27357808,-0.27599894
2018,9,13,14.262,14.355,14.177,14.187,23076,0.99543924,34.21023212,-0.27530355
2018,9,12,14.136,14.282,14.075,14.252,23055,1.00742207,35.79519329,-0.28344429
2018,9,11,14.165,14.233,13.945,14.147,19687,0.99781351,31.00003751,-0.29633018
2018,9,10,14.147,14.252,14.079,14.178,18920,1.00035278,31.64802938,-0.29777611
2018,9,7,14.166,14.256,14.080,14.173,25574,1.00148389,31.43337303,-0.29844671
2018,9,6,14.191,14.307,14.115,14.152,21389,0.99732206,30.58317108,-0.29445250
2018,9,5,14.169,14.235,14.095,14.190,18797,1.00211864,31.23392301,-0.28293331
2018,9,4,14.506,14.517,14.012,14.160,24814,0.97661908,30.14427067,-0.26798434
2018,9,3,14.534,14.556,14.397,14.499,13634,0.99731738,36.15580781,-0.24195152
2018,8,31,14.556,14.718,14.492,14.538,21950,0.99938132,36.94283771,-0.23972123
2018,8,30,14.742,14.864,14.513,14.547,23329,0.98556911,37.11596564,-0.23735864
2018,8,29,14.708,14.793,14.670,14.760,18719,1.00312627,41.37736388,-0.23180698
2018,8,28,14.894,15.002,14.676,14.714,20234,0.98771565,39.99581438,-0.24303658
2018,8,27,14.850,14.921,14.751,14.897,17583,1.00539920,43.80981827,-0.24915092
2018,8,24,14.490,14.879,14.488,14.817,24451,1.02214404,41.54711962,-0.27196375
2018,8,23,14.769,14.772,14.486,14.496,21794,0.98257981,31.22896019,-0.28897993
2018,8,22,14.788,14.879,14.692,14.753,22266,0.99709381,35.94625946,-0.27381179
2018,8,21,14.752,14.849,14.722,14.796,18787,1.00230321,36.81014068,-0.27663627
2018,8,20,14.779,14.849,14.649,14.762,20493,0.99770208,35.67511650,-0.28059573
2018,8,17,14.658,14.815,14.596,14.796,24383,1.00996587,36.28023883,-0.27810622
2018,8,16,14.468,14.835,14.338,14.650,32791,1.01447268,31.65797333,-0.27434534
2018,8,15,15.061,15.080,14.371,14.441,29710,0.95870676,24.36485725,-0.25068915
2018,8,14,14.990,15.113,14.988,15.063,21146,1.00426695,34.55550972,-0.19556887
2018,8,13,15.308,15.347,14.981,14.999,29040,0.97911091,31.83138167,-0.18570161
2018,8,10,15.448,15.450,15.290,15.319,28588,0.99203471,39.45675507,-0.16388993
2018,8,9,15.433,15.513,15.369,15.442,17122,1.00103721,43.14580610,-0.16624826
2018,8,8,15.380,15.468,15.288,15.426,17262,1.00318658,42.49639674,-0.17936383
2018,8,7,15.304,15.492,15.296,15.377,16611,1.00549271,40.56583536,-0.19186603
