Year,Month,Day,Open,High,Low,Close,Volumn,Return,RSI,CDMA
2018,8,13,1.13007,1.13599,1.12859,1.13283,150903,0.99767497,24.25421031,-0.00540928
2018,8,10,1.14531,1.14604,1.13391,1.13547,172194,0.99127861,25.78711057,-0.00425477
2018,8,9,1.15308,1.15360,1.14497,1.14546,94113,0.99345192,33.14866834,-0.00298811
2018,8,8,1.15250,1.15568,1.15250,1.15301,83297,0.99864020,41.45336112,-0.00234509
2018,8,7,1.15102,1.15467,1.15087,1.15458,73349,1.00304934,43.56062848,-0.00225899
2018,8,6,1.14997,1.15281,1.14969,1.15107,73643,1.00088692,36.90176893,-0.00227608
2018,8,3,1.15366,1.15418,1.14967,1.15005,104641,0.99724253,34.82688140,-0.00190741
2018,8,2,1.15620,1.15706,1.15295,1.15323,92273,0.99696561,38.49108684,-0.00130525
2018,8,1,1.15748,1.16033,1.15634,1.15674,101466,0.99893780,43.14347166,-0.00084147
2018,7,31,1.15689,1.15973,1.15598,1.15797,108055,1.00106333,44.90979345,-0.00059467
2018,7,30,1.15857,1.16034,1.15659,1.15674,79034,0.99767129,42.73270161,-0.00039624
2018,7,27,1.15730,1.16053,1.15662,1.15944,108422,1.00173661,46.47647449,-0.00001197
2018,7,26,1.16291,1.16375,1.15738,1.15743,133054,0.99517643,43.02604530,0.00020375
2018,7,25,1.16095,1.16333,1.15941,1.16304,127163,1.00202466,51.65654361,0.00068079
2018,7,24,1.16013,1.16311,1.15949,1.16069,134446,1.00022405,47.56542050,0.00070856
2018,7,23,1.16281,1.16471,1.16023,1.16043,116103,0.99768725,47.10554977,0.00097297
2018,7,20,1.16308,1.16540,1.16178,1.16312,200836,1.00001720,51.43977287,0.00132277
2018,7,19,1.16238,1.16387,1.16128,1.16310,176694,1.00027520,51.40890626,0.00147612
2018,7,18,1.16614,1.16690,1.16017,1.16278,130734,0.99717001,50.94565031,0.00165241
2018,7,17,1.16673,1.16809,1.16394,1.16608,140248,0.99904044,56.06397062,0.00188596
2018,7,16,1.16986,1.17133,1.16693,1.16720,122510,0.99729145,57.89711501,0.00182063
2018,7,13,1.16947,1.17082,1.16571,1.17037,118810,1.00054713,63.34025062,0.00159673
2018,7,12,1.16242,1.17075,1.16187,1.16973,138595,1.00602897,62.68253155,0.00096496
2018,7,11,1.16450,1.16576,1.16182,1.16272,157033,0.99796582,54.35309466,0.00020973
2018,7,10,1.16448,1.16584,1.16311,1.16509,112686,1.00006008,58.44875951,-0.00004354
2018,7,9,1.16204,1.16557,1.16048,1.16502,114273,1.00203845,58.36271016,-0.00060747
2018,7,6,1.15990,1.16386,1.15960,1.16265,106286,1.00095563,55.46303144,-0.00131129
2018,7,5,1.15671,1.16186,1.15612,1.16154,117563,1.00408015,54.07200672,-0.00194924
2018,7,4,1.15670,1.15834,1.15483,1.15682,93669,0.99979258,47.61119607,-0.00262212
2018,7,3,1.15592,1.15845,1.15502,1.15706,103326,1.00077844,47.92954058,-0.00296224
